gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	length_bp
EPHX2	0.043288904786956135	7.262113530655391	0	0.9999824605151529	1	3209
EPHX4	1.051193153146726	3.1656329809725157	0.23026084702064867	0.40899423313240313	1	1808
ZNF333	-0.018336347040414994	7.720209302325581	0	1	1	4716
ZNF330	0.0026609368519656513	9.787942917547568	0	1	1	3105
FAM168A	0.5203243973526362	7.772528752642706	0	0.9999972390560353	1	7296
TEX15	0.45399894471574465	3.3327780126849893	0	0.964286874707929	1	11476
RPLP2	-0.17089170907488768	13.562173995771671	0	1	1	1899
NSL1	0.36373160064332444	9.016648625792811	0	1	1	13115
RPLP0	-0.15503012474561323	14.542034672304439	0	1	1	2591
TEX10	0.09151412809069902	9.2230133192389	0	1	1	4457
PEBP4	-0.23553032327777507	1.572061310782241	0	0.9999992561550933	1	1177
CD300LG	0.03273794000511605	2.4568372093023254	0	0.9999970172049497	1	2906
CD300LF	0.978982265483295	5.172538689217759	0	0.5454579050767845	1	1825
CD300LB	0.7572306425982919	3.5941435517970404	0	0.9484236540752151	1	4469
SGSM3	-0.09931563313237082	10.621248625792813	0	1	1	4218
MALAT1	0.0504996317693278	10.027968498942917	0	0.9999999999884615	1	10468
RSC1A1	0.34025730131086274	7.346352854122622	0	0.9999999999999908	1	2321
ECD	0.122966563299865	9.13989577167019	0	1	1	3006
SFRS1	0.08383532980219796	11.883044397463003	0	1	1	NA
NOTCH2NL	-0.283073391513926	8.856068710359407	0	1	1	NA
SLC7A5P1	-0.2355768850514972	1.8081268498942917	0	0.9999985926567092	1	538
NFKBIB	-0.33258879009646125	9.141792177589853	0	1	1	2200
CIB2	-0.30506447419299204	7.557239323467231	0	0.9999993304420514	1	1511
MAPKSP1	0.15675493760836856	9.431236997885835	0	1	1	NA
CIB1	-0.21404742748174288	10.45294334038055	0	1	1	2985
PRIMA1	-0.5885322635429696	4.497549260042283	0	0.8796912951163157	1	3715
THYN1	0.08262178495574268	8.729714164904863	0	1	1	1304
TTC3	0.07283195362380117	12.025808879492601	0	1	1	10363
HBXIP	-0.16684762737640021	10.555564059196618	0	1	1	NA
SLC7A5P2	-0.1880052289968966	2.415383509513742	0	0.9999999999970975	1	536
ARID3A	0.37294849827346815	6.837816067653277	0	0.9999999999924158	1	6545
CG030	0.07042857810564523	4.439670401691332	0	0.9999999982296236	1	NA
EVC	-0.1146561844747033	9.79910824524313	0	1	1	6427
MTMR12	0.24474719663609432	9.547670613107822	0	1	1	5229
MTMR11	-0.12975630841324406	7.197133826638478	0	0.9999999998247261	1	3332
LOC285830	-0.2987552743530237	6.200936575052854	0	0.9999962222705936	1	NA
UGDH	0.30575045695292563	9.738122198731501	0	0.9999999999997109	1	3715
CELSR3	0.007076221382887082	6.828377167019028	0	0.9999999981881877	1	11933
CELSR1	-0.7752637210541983	9.564014164904863	0	0.8545562806786445	1	11839
RABL2B	0.13243251995888075	8.263122410147991	0	1	1	3327
KIAA1045	-0.8812400043153067	4.976177589852009	0	0.7026839755416042	1	NA
PTCHD2	0.047961065241576624	2.0192158562367863	0	0.9999998747319463	1	NA
BBX	0.6438408696073786	10.170797251585624	0	0.9998971769401253	1	9009
NEK6	-0.07816497946061012	10.235626215644821	0	1	1	3619
LOC200030	0.04683362160499366	8.698597674418604	0	1	1	NA
CXADR	-0.6686371324614173	4.3232057082452435	0	0.8931342251868009	1	5593
C14orf129	0.27513383800565827	8.214749048625793	0	0.999999999999976	1	NA
C14orf128	-0.13462440462169162	7.45361733615222	0	0.9999999999999996	1	NA
SUPT3H	0.2552667898909564	6.986018393234672	0	0.9999999999999913	1	4222
MFSD10	-0.1349909862871462	10.734231923890064	0	1	1	2173
LRRC32	0.18958523343721173	8.753080972515857	0	0.9999999963952821	1	4929
LRRC33	0.47534191197935044	9.250610570824524	0	0.9999317875082524	1	NA
LRRC34	0.2601676296714141	5.013787737843551	0	0.9999965222983297	1	3787
C14orf126	0.023678390191090023	8.087561310782242	0	1	1	NA
LRRC36	-0.49251981543430196	3.0607790697674417	0	0.9993080710842717	1	2428
LY6G5B	-0.39901286914280965	5.470853065539112	0	0.9999999473872045	1	2845
MFN2	-0.07523241308534327	11.68736575052854	0	1	1	5188
MFN1	0.2631788322924468	9.268981606765328	0	0.9999999999999793	1	5418
NUDT9	-0.02274404240913501	9.139580972515857	0	1	1	2820
ZNF33B	0.3115025721168164	7.69918266384778	0	0.9999999320657705	1	5982
FAM117A	0.32064378897192874	8.098577378435518	0	0.9999999999998652	1	2329
FAM117B	0.39945014110427973	8.013763424947145	0	0.9999999998534579	1	5982
PATL1	0.0027406401646377374	10.586542706131079	0	1	1	4227
THTPA	-0.02484288007022636	8.45253932346723	0	1	1	2611
NAA50	0.2457758020777637	10.963892177589852	0	1	1	6112
MAD2L2	-0.267364033415587	10.003476955602537	0	1	1	3317
SVIL	0.029863316493679067	10.544026427061311	0	0.9999999999999999	1	8465
KTN1	0.5377527772148913	11.223465116279069	0	0.9999781817528673	1	6241
TCEB3	0.05167558455205764	10.794742071881608	0	1	1	NA
TCEB2	-0.43287320030956555	11.316801479915434	0	0.999999999985946	1	NA
TCEB1	-0.11908072085720396	9.645772515856237	0	1	1	NA
IQSEC1	0.13516191627720525	10.400481395348837	0	1	1	7700
BMPER	0.024218994842670892	2.979892177589852	0	0.9999944633994186	1	5287
C20orf195	-0.23389410317153542	1.8841733615221987	0	0.9999994093550917	1	NA
C20orf194	0.17665014038335386	9.317262790697674	0	1	1	NA
CLCNKA	-0.09701527851170572	1.8789883720930232	0	0.9999990429662365	1	3918
C20orf199	-0.2854416768441019	10.766041860465116	0	0.999999999996229	1	NA
CLCNKB	-0.15747836382236244	1.3077959830866808	0	0.9999999497876091	1	3970
LRP2BP	-0.12646540477590631	5.194914799154334	0	0.9999999999999942	1	5519
FAM90A1	0.354313972398917	3.130846511627907	0	0.9993570736066077	1	3223
IQSEC2	-0.11463857102710419	8.234680126849895	0	1	1	6037
SERPINA3	0.04339958690511673	9.596046723044397	0	0.9961600207707333	1	2706
PURB	-8.008742569302089e-4	10.529853276955603	0	1	1	9232
CCDC160	0.2885047195131484	1.6055828752642707	0	0.9999926299594417	1	2319
SATB1	0.8897258181961695	8.402353276955603	0	0.7072288446666721	1	7822
RIC3	0.01406679973949505	2.8597923890063424	0	0.999998049714314	1	5788
OXSR1	0.06849265897553437	10.039818181818182	0	1	1	4523
ST3GAL3	-0.15601169578441185	8.624241014799154	0	1	1	4776
ST3GAL2	0.08833884006489909	10.350576744186046	0	1	1	8872
ST3GAL1	0.3764638834112703	10.781833192389007	0	0.9999999795876306	1	6951
SGPP1	0.3246046546211808	8.420849048625794	0	0.999999999999942	1	3336
ST3GAL6	-0.017476543607053363	10.24446575052854	0	0.9999999999570608	1	4669
ST3GAL5	-0.13136091674316547	10.938944608879492	0	0.9999999999999883	1	6180
ST3GAL4	-0.42740420210632707	11.829603171247358	0	0.9999998423823091	1	3268
C7orf28A	0.05860204550647671	9.733405496828752	0	1	1	NA
NINJ1	-0.4426258672468696	10.889266173361522	0	0.9999997963760676	1	3964
NINJ2	-0.05103000375807225	5.592899365750529	0	0.9999999996330385	1	3062
C7orf28B	0.10649959587341576	9.020646723044397	0	1	1	NA
GALNS	-0.0372119333393959	9.26647378435518	0	1	1	5682
ZNF451	0.21025615514660403	8.89914312896406	0	0.9999999999999738	1	9478
NEK2	0.3057561779753581	7.903794080338266	0	0.9999999746157504	1	2152
ATF6B	-0.09206651934152335	11.442532135306553	0	1	1	2626
TJAP1	-0.1776698051969122	9.829751374207188	0	1	1	4208
SLC16A9	-0.5875929645362181	2.4309281183932345	0	0.9642261823514294	1	4762
MAGEA12	0.4254165994446199	6.320110147991543	0	0.9001453485000058	1	2050
CYP7B1	0.1991942357117955	6.123088794926004	0	0.9997837776222552	1	7462
MAGEA10	0.6554076708874542	2.8543416490486258	0	0.8049263385325053	1	2741
OSBPL8	0.5673894043943897	10.331865539112052	0	0.9999474291357896	1	7239
SLC16A1	0.1411108628054543	10.824949471458774	0	1	1	4374
TUFM	-0.27928922774275344	12.413141860465116	0	1	1	2080
SLC16A3	0.1005074656895379	9.980232346723044	0	0.9999995484624837	1	4830
SLC16A2	-0.09906634467034131	6.839711205073995	0	0.9999999932999162	1	4306
SLC16A5	-0.5315161036657429	7.076242071881607	0	0.9985376371185786	1	3936
SLC16A7	0.5358719399762492	4.163116490486258	0	0.9910907577373713	1	11936
CEP135	0.5114453411122727	7.212658985200846	0	0.9999464003746523	1	5781
ARHGAP30	0.8709110032335448	8.7069	0	0.7667332354367754	1	4857
ARHGAP31	0.32077496278624706	10.434905285412261	0	0.9999999999879772	1	9307
ARHGAP32	-0.05912776883399979	9.242454334038054	0	1	1	10280
ARHGAP33	0.046729126333932725	7.159550105708245	0	1	1	4352
BCKDHB	0.2022276659646811	7.844669767441861	0	1	1	3777
BCKDHA	-0.21381822404380563	9.96713446088795	0	1	1	1969
WIPF3	-0.5335672114880107	5.258011627906977	0	0.9641217088552438	1	4225
ARHGAP39	-0.351689838375347	8.992622198731501	0	0.9999999798059743	1	5198
WIPF1	0.5954435228709279	11.149998097251586	0	0.9961357908197339	1	5850
CMKLR1	0.700685162849051	8.199114799154334	0	0.9634467376848306	1	7554
LOC100132111	0.24645584966086412	1.7419930232558138	0	0.9999999815485747	1	NA
MON1B	0.10765331125694629	9.492386680761099	0	1	1	5813
ZNF836	0.09296491719029902	6.256834883720931	0	1	1	4326
DYNLL1	-0.3123676176914301	12.012847357293868	0	1	1	1376
LYVE1	0.8537865270414338	5.089324735729387	0	0.7590014194791285	1	3247
DYNLL2	-0.14665966609349343	10.719118181818182	0	1	1	6807
PRDM5	0.31863072328188174	4.694025369978858	0	0.9998712834973926	1	5372
KHDC1	0.2502283040190393	3.8939862579281184	0	0.9999986039383792	1	6544
UQCRQ	-0.359556918267503	10.624235517970401	0	0.999999999999998	1	1573
RBM4B	0.002056274401122274	8.030510782241015	0	1	1	5026
PIBF1	0.7626626939767217	7.70269978858351	0	0.941443084324668	1	4345
UQCRB	-0.07806877839829883	11.619041649048626	0	1	1	8459
CACNA1H	-0.10042864021343754	6.027922410147991	0	0.9999614209163803	1	10507
CACNA1I	0.6374722684805043	2.32544355179704	0	0.9677580548687366	1	10002
GPS2	-0.3803692142077471	10.194188160676532	0	1	1	1977
CACNA1A	-0.01178308183383331	4.638915010570824	0	0.9999999899421224	1	8823
CACNA1B	-0.48723177301277965	1.9565215644820295	0	0.9868926402531548	1	9918
CACNA1C	0.22833195292292338	5.64511754756871	0	0.9999962528907993	1	13888
CACNA1D	-0.6954090637569526	5.533450317124736	0	0.8802353794724509	1	9429
CACNA1E	0.5235877338805243	2.566664693446089	0	0.9945646362787781	1	16420
CACNA1F	0.13524484434626677	1.831051374207188	0	0.9999999995638492	1	6070
CACNA1G	-0.6847353316298089	2.283693868921776	0	0.9702627929612198	1	8602
PTAFR	0.784112513776186	5.69528689217759	0	0.8824480771590772	1	4256
LYPLA1	0.4317125345621941	9.916868498942918	0	0.9999997202352828	1	2533
ATP6V0D2	0.4541225975771778	4.250196194503172	0	0.9556323023900597	1	2466
ATP6V0D1	-0.24811557575347173	11.375397674418604	0	1	1	3390
TTN	0.3785879021215792	6.632228541226215	0	0.9999803024027427	1	109488
FCAR	0.39287444222542545	1.652860465116279	0	0.9999935781212992	1	2476
FLCN	-0.047671155939857775	9.824266173361522	0	1	1	4408
SFRP4	1.9587264245506038	6.649191754756871	3.1856787900194274	7.697146135933123e-4	0.05311677652796874	3008
KIF19	0.20912549132673894	2.653999577167019	0	0.9999996650172478	1	3721
BMP8A	0.10910886448204862	6.894540591966173	0	0.9999999999904279	1	5855
BMP8B	0.45910071331597774	7.999606765327695	0	0.9837079658166688	1	4826
PRDM7	-0.5429504362038491	4.650154545454545	0	0.8877610261845593	1	3393
HOTAIR	-0.07923475154788984	3.0568636363636363	0	0.9999679698956513	1	2415
BGLAP	0.09562975187977425	4.767338689217759	0	0.9999999999999387	1	931
PHB2	-0.15271568414961137	12.089671035940803	0	1	1	2940
SLC15A2	0.6705206099380083	4.38633065539112	0	0.9545370063070205	1	5447
COIL	0.22443430785581225	8.627176955602536	0	1	1	2634
TOR2A	-0.1392703044437509	8.106330021141648	0	1	1	3496
CARHSP1	-0.3780657546882608	9.921073361522199	0	0.9999999999998024	1	4961
RBM41	0.410717888418695	6.375035517970401	0	0.9999998493035995	1	16705
RBM42	-0.252756796926871	10.932544186046512	0	1	1	2894
RBM43	0.5166857594022045	7.517095348837209	0	0.9998892880705448	1	4176
RBM44	0.21416636542034173	2.2430623678646935	0	0.9999999927759755	1	5358
RBM45	0.15636785439806936	7.475253065539112	0	1	1	3139
RBM47	0.6249269817940025	7.150507822410148	0	0.9869507821830037	1	6380
LLGL1	-0.07482214895436873	10.075931289640591	0	1	1	6004
PQBP1	-0.22763392570774185	10.402039957716703	0	1	1	2371
TMOD1	-0.789335985084168	8.156458562367865	0	0.9229508723554283	1	3473
TTC15	-0.2294133618590362	9.654760042283298	0	1	1	NA
TTC17	0.2343744988095829	9.985075264270613	0	1	1	4650
OAT	-0.029505916346368198	10.757423678646935	0	1	1	4266
RP9P	-0.19431782105910453	8.300326849894292	0	1	1	1303
TTC13	0.1136621059923013	8.416548625792812	0	1	1	6436
SLC22A17	0.19008241768723586	8.309848625792812	0	0.9996185478079482	1	2455
TTC19	-0.1425357758110221	9.699030021141649	0	1	1	3075
C4orf29	0.3889091647994899	5.7297211416490486	0	0.999999955550728	1	NA
PRDM1	0.6116902675205139	7.536662367864693	0	0.9909770163462802	1	5148
FAM48A	0.23376915629995343	9.542072938689218	0	1	1	NA
C4orf21	0.3598926623290586	6.4620630021141645	0	0.9999973276349094	1	NA
C4orf23	-0.12946423272177318	7.57223467230444	0	1	1	NA
C3orf67	0.3097887347382551	6.221882029598309	0	0.9999464700652969	1	NA
C3orf62	-0.1892107963644365	7.014492389006342	0	1	1	3748
C3orf63	0.4354422461861062	10.2818	0	0.999999998304377	1	NA
S100A11	-0.6739875402481917	12.739290274841437	0	0.9990147326607799	1	586
SLC31A2	0.09605949627321625	7.973612896405919	0	0.9999999999999111	1	1750
ZFP92	0.02203779676753459	1.8971856236786468	0	0.9999999999747593	1	6403
ZFP90	0.04848971246567941	8.729123467230444	0	1	1	4664
ZFP91	0.19243785681210382	10.948461733615222	0	1	1	5776
ZNF839	-0.12604916218774348	8.066430021141649	0	1	1	3074
PDIK1L	0.3744807730280816	7.772438266384778	0	0.9999999999991048	1	4464
RICTOR	0.31850689970346613	9.184602114164905	0	0.9999999993929716	1	9605
S100A13	-0.5002431537472346	11.462829175475687	0	0.9999963413267399	1	6627
LMO1	-0.7655508418252798	1.4968200845665962	0	0.8909407446731878	1	1338
PPM1G	-0.11160319095180155	11.517158562367865	0	1	1	3752
PPM1F	0.03603141593557119	10.970490486257928	0	1	1	5587
PPM1E	0.5631481412156869	4.815132346723044	0	0.9850046173017851	1	6560
PPM1D	0.1758999731193884	8.327227061310783	0	1	1	5163
ABCF3	-0.16281853558997617	10.39781310782241	0	1	1	2844
ABCF2	-0.1940123073369412	11.165353065539112	0	1	1	4527
ABCF1	-0.10021896491106631	11.55944820295983	0	1	1	3426
RNF148	-0.03826678574234335	1.366169978858351	0	0.9999999999999984	1	1255
EGR2	0.6368942516463058	7.5840241014799155	0	0.9914283027704733	1	3155
EGR1	0.45334595522807714	11.066834249471459	0	0.9994341549599425	1	3137
PPM1K	0.5400500737702856	8.019720930232559	0	0.9995079285401332	1	6309
PPM1J	0.01594977413339807	4.7506693446088795	0	0.9999999999999846	1	2474
EGR4	0.20195431077811618	1.6303684989429175	0	0.9999970777884359	1	2392
PPM1H	-0.45124475104320533	9.268006131078224	0	0.9996584860374667	1	6493
RTN4RL1	-0.9915190836851543	5.770866596194503	0	0.5107451843323745	1	3614
FLJ33630	-0.0810993125316835	8.332579069767442	0	1	1	NA
PJA1	0.18755152262397454	9.650635095137421	0	1	1	2755
LOC728643	-0.1943336214726073	6.003583932346723	0	1	1	NA
LOC728640	0.1794618100891987	4.8910422832980975	0	0.9999999999999998	1	NA
PJA2	0.4864463296362439	11.267527272727273	0	0.9999999685700536	1	4965
CHEK2	0.2973308476618524	7.677597040169133	0	0.9999999999999992	1	5057
LMO2	0.38635727640132955	7.054293446088795	0	0.9999987210178641	1	2081
CHEK1	0.19658704126029433	7.758777589852008	0	1	1	4128
DALRD3	-0.22133704898777073	9.649451585623678	0	1	1	3146
UPF3B	0.2205922097437813	8.197037843551797	0	1	1	2487
INF2	-0.16774496880662568	11.454269133192389	0	1	1	7967
NSMCE2	0.0466595323326577	8.358625158562369	0	1	1	1775
PRKAB1	-0.11735434541093502	9.149380761099366	0	1	1	4019
SIKE1	0.38007531151525986	9.19660063424947	0	0.9999999998535303	1	5506
LIN28B	1.1782262322715966	1.8920676532769556	0.5726095431964657	0.2835903569424429	1	5446
PAX5	1.6117311496964508	2.4854689217758987	2.2771031535327024	0.011612506622371725	0.6093412420633649	8704
PAX6	0.02478182937023659	4.756397885835095	0	0.9999999999892487	1	6944
PAX3	-0.49452669985420455	10.059259830866807	0	0.9970797951203229	1	3359
KPRP	-3.565628030994677	1.319030866807611	-9.74802602441289	6.938037928116416e-21	2.3255170394160004e-18	2531
PCDHA10	0.781762229273712	2.484434249471459	0	0.809444705968322	1	12358
AHCYL1	0.18551989515470474	11.297182875264271	0	1	1	4313
PCDHA12	0.6878431687609614	1.5948443974630022	0	0.9454239592844274	1	5438
PCDHA13	0.6869738531423668	2.0845955602536996	0	0.8979322178248987	1	5408
PAX9	0.060017260699859895	3.8187543340380548	0	0.9999611246171323	1	4166
PAX8	0.6905660275825354	5.2831266384778015	0	0.9237424314539412	1	4152
PTPN5	-0.23894209214241602	1.4480403805496829	0	0.999999967382671	1	3871
PTPN4	0.594128133032751	7.0642955602537	0	0.9999950710870462	1	11090
GINS2	-0.06571402971604155	8.291885835095137	0	1	1	2628
GINS3	-0.07406411230463758	7.664657716701902	0	1	1	3202
GINS1	0.11389574371377256	8.289328329809726	0	1	1	4501
GINS4	0.2755045269031966	7.954970613107823	0	0.9999999999999969	1	3873
BTF3	-0.08950394537267975	12.919761945031713	0	1	1	2959
DDR2	0.8603849726365697	8.618291966173361	0	0.7857161021888404	1	10160
PLD4	0.8189820915739675	5.03696067653277	0	0.7766821832237668	1	2195
DDR1	-0.4377122717995875	11.391241226215644	0	0.99998042675952	1	4745
LRCH4	-0.25494407985844647	10.671131501057083	0	1	1	4754
GRK6	0.03911228670173333	10.189024101479916	0	1	1	3002
NNMT	-0.31223354497751	9.498028541226216	0	0.9996653387034177	1	3112
LRCH1	0.24244552341855927	9.51976553911205	0	1	1	5569
LRCH2	1.60275343675938	4.486390486257928	2.3176646251389648	0.01044635804472998	0.5588631417806031	4953
PTDSS1	-0.11702614588878295	11.448405708245243	0	1	1	4990
AGBL5	0.030625305992296077	9.611763424947146	0	1	1	3707
AGBL4	-0.12485916648088373	1.470122621564482	0	0.9999999997437985	1	3938
AGBL3	-0.16928292224778776	2.4341856236786468	0	0.999999999999996	1	3533
AGBL2	0.11525285612905901	3.1684902748414374	0	0.9999999998998328	1	3586
UBE3C	0.05711948478112463	11.199349682875264	0	1	1	5214
C15orf39	0.052581584970407255	10.383201902748414	0	1	1	4517
C15orf38	-0.054261599271521396	8.219963213530656	0	1	1	NA
ALG10B	0.39093196210378717	7.7239615221987314	0	0.9999999897591281	1	10050
ARRB2	0.30722184416043197	9.498807399577167	0	0.9999999999999729	1	1960
ARRB1	0.12797923023430377	9.124357293868922	0	0.9999999999999284	1	7352
CHCHD10	-0.03433570234779274	9.068394714587738	0	0.999999999344066	1	1171
SUSD2	0.22275030212308058	7.517901691331923	0	0.9999955886662197	1	4938
ADPRH	-0.13971331025974007	8.624541649048625	0	0.999999999999992	1	4546
C15orf34	-0.3083151317423803	4.788105496828753	0	0.999999315071123	1	NA
C15orf37	-0.2041434372200575	6.832491966173362	0	1	1	NA
ADI1	-0.17433486857573266	10.782308456659619	0	1	1	3870
CNTD2	-0.14928634179707007	1.7724367864693447	0	0.9999999883454618	1	NA
PILRA	0.6785038206428218	6.816417970401691	0	0.978412311219486	1	1271
PLD6	0.057346017036723394	7.468117547568711	0	0.9999999999999741	1	2578
SNAP25	0.4238851768522914	3.5101344608879494	0	0.9825212602881399	1	6478
ZEB1	0.9771925960029663	8.092550105708245	0	0.5512225233901157	1	6250
GPNMB	-0.5632443085807005	14.811610359408034	0	0.9986621005957697	1	2779
PSMA2	-0.03645565051568826	10.951429809725159	0	1	1	5365
AKAP8L	-0.1816488032384339	9.879810782241014	0	1	1	4863
PSMA1	-0.029849734163864067	11.049034038054968	0	1	1	1796
PSMA6	-0.064431619092216	10.793547568710359	0	1	1	4730
PSMA7	-0.043799088786582036	11.83999090909091	0	1	1	1023
OBSL1	-0.18730136711982318	10.742567230443974	0	0.9999999999961844	1	6115
PSMA5	-0.02755522066018175	10.711301479915434	0	1	1	3815
C3	1.4268167139246415	10.449746300211416	1.543332916396925	0.06170882110743255	1	5231
C2	0.6218602567579034	10.240559830866808	0	0.960670135509727	1	3019
DSG1	-4.963169267586852	2.3105541226215647	-12.262926794985589	1.6174325285650776e-30	1.660294490572052e-27	7191
C7	4.479960741772815	6.528769133192389	11.398969314624908	4.559529817730926e-27	2.415668313755249e-24	5716
C6	1.0717911964373215	1.4628192389006343	0.390711422285354	0.34809308606155775	1	5726
C5	0.292113502455255	5.850503805496829	0	0.9999934713387437	1	9114
CEMP1	-0.43748781294856853	8.538539534883721	0	0.9999999988842296	1	1374
FBXO45	0.10468952411191039	8.7465177589852	0	1	1	5927
FBXO44	-0.23415870383978957	9.16597357293869	0	0.9999999999999989	1	3675
FBXO46	-0.07485162468517445	8.774527484143762	0	1	1	3078
FBXO41	-0.13787766461464782	8.277447145877378	0	0.9999999999728801	1	7377
FBXO43	0.19723115685050538	4.725796405919661	0	0.999999998839516	1	3260
FBXO42	-0.02052760066190474	9.063819450317125	0	1	1	6227
EIF2C4	0.26395226539429967	7.869381395348837	0	1	1	NA
EIF2C1	0.16800532811816063	10.049094080338266	0	1	1	NA
FBXO48	0.44429644697976073	4.2879097251585625	0	0.9999999979408886	1	5699
EIF2C3	0.6400458888462883	6.732952642706131	0	0.99995784491102635	1	NA
EIF2C2	0.34348292878371417	8.163754545454545	0	1	1	NA
VEPH1	-0.5041022188432734	6.280519238900634	0	0.9470776529941641	1	4464
SNRPB2	0.214306688710647	10.273563002114164	0	1	1	2411
EXPH5	-0.7360535771362177	3.842172515856237	0	0.9115351734122863	1	10304
DET1	0.01072156625689489	7.7629951374207185	0	1	1	3844
RPS6KA4	-0.4349291344657459	10.30805644820296	0	0.9999999999978889	1	3280
CP	1.696837663028602	4.257849260042283	2.546819922616757	0.00559306279197721	0.32007130068095363	4452
RMND5A	0.28248932444529323	10.359587949260042	0	1	1	6183
RMND5B	-0.11779728345512465	9.010098520084567	0	1	1	5791
NRBF2	0.06022958354766322	8.701654756871037	0	1	1	1926
KCNJ2	0.37688238022172205	5.852284143763214	0	0.9999985669155618	1	5391
SFRP1	0.7450824647465212	9.943457505285412	0	0.7322707804520129	1	4464
KCNJ5	0.6170936593198773	4.525474630021142	0	0.980362354522389	1	6068
KCNJ4	-0.10649576890381038	1.2864	0	0.99999981619215506	1	2480
LOC729991-MEF2B	-0.013080451383953943	4.9352	0	0.9999999999945963	1	NA
KCNJ8	0.9790407701211868	6.554723255813953	0	0.5664099769262096	1	2747
AGPAT6	-0.30034608210178837	11.948091754756872	0	1	1	NA
AGPAT5	0.2680156018775308	9.492013953488373	0	0.9999999999999989	1	5252
AGPAT4	0.006167641438060302	6.264701691331924	0	0.9999999977646278	1	7923
AGPAT2	-0.6666310373807688	10.474414799154333	0	0.9975423008405135	1	1614
AGPAT1	-0.05674429007621356	12.02831733615222	0	1	1	2837
COL1A1	-0.4000331075592862	14.39311691331924	0	0.99894982597455	1	5914
C9orf139	0.47169033026916446	2.0110241014799155	0	0.999841533210188	1	NA
RCSD1	1.2210437412657114	7.659984355179704	1.2510641812496612	0.10576423261114255	1	5503
KIAA1217	-0.38838072437719345	7.990412473572939	0	0.9996358000212312	1	8471
KIAA1210	0.03758553998983915	1.3007319238900634	0	0.9999999993957676	1	7824
KIAA1211	-0.01788042128530874	8.968475898520085	0	0.9999999999998446	1	NA
AGPAT9	0.32011218371033356	5.977379281183932	0	0.9989212680855077	1	NA
MCL1	0.3682175847840868	12.605144397463002	0	1	1	4550
ZNF788	0.10589229957323819	6.304784778012685	0	0.9999999707212652	1	NA
CMYA5	-0.14331253833267338	3.766570824524313	0	0.999999306819388	1	12888
FOXO3	0.07328772039170472	9.748134249471459	0	1	1	7308
SDHC	-0.020213906997801474	11.118798308668076	0	1	1	1576
FOXO1	0.360819763727279	9.231406976744186	0	0.9999999999545055	1	6225
PPP2R1B	-0.048409998605454994	8.782359408033827	0	1	1	5553
FOXO4	-0.12075409704108322	9.142707399577167	0	1	1	3644
NIP7	0.01939938475774737	9.52177801268499	0	1	1	3936
PEX10	-0.4156406103242206	9.46004376321353	0	0.9999999999999973	1	2905
PEX13	0.27514636335313886	8.59219154334038	0	1	1	4472
PEX12	0.2633475854723313	7.715752854122622	0	1	1	2617
TMEM158	-0.21661634151144424	7.68792198731501	0	0.9997834661606003	1	1822
ANGEL2	0.19291791700187688	9.090760676532769	0	1	1	4690
ANGEL1	0.12178682438081723	9.360698097251586	0	1	1	6423
PEX16	-0.33582235574962443	9.030533403805498	0	0.9999999999999984	1	1668
CDC37L1	0.04442392570711394	7.290206976744186	0	1	1	3500
TCIRG1	0.006440784784195522	10.265841226215645	0	1	1	2668
AP3B2	-0.5248620083549455	4.239057293868922	0	0.9746725357969165	1	6210
TFRC	0.30576566794764015	11.236601268498942	0	0.999999931227906	1	6872
FRAT1	0.007072370014271918	5.981432135306554	0	1	1	2645
PCDHB12	0.2114928202628988	4.430135306553911	0	0.9999922266265002	1	3853
NUF2	0.4657174512838601	7.736403171247357	0	0.9998218693186236	1	1964
ZNF518B	0.08272440876670419	8.719055813953489	0	0.9999999999506192	1	7775
ODC1	0.1384517385324984	10.514569133192389	0	0.9999999999985729	1	3652
FLJ23867	-0.6059882670480763	7.48276955602537	0	0.9993732455052049	1	NA
UBXN6	-0.18627683508189294	11.06410909090909	0	1	1	4598
PIAS1	0.4094599639509576	8.374531078224102	0	1	1	7980
SPAG4	0.6821018058387656	5.580027906976744	0	0.9563388171275717	1	1948
TMEM195	0.8714362346728356	3.9016346723044397	0	0.6442709923996607	1	NA
AADAT	0.19829584772834846	6.117196405919661	0	0.9999988220045676	1	2437
SIGIRR	-0.19771481574381203	9.114169344608879	0	0.9999999999861724	1	2726
FLI1	0.9088343931942802	7.7525397463002115	0	0.7404909859597972	1	5370
ZNF518A	0.38713491382740356	8.088454122621565	0	0.9999990595708714	1	13188
ANXA8L2	-3.7424690925074295	1.6057274841437632	-11.154425639895562	4.0775179700180646e-26	1.9696810335169615e-23	NA
C19orf35	0.41257271198012485	3.390956236786469	0	0.9999642050577178	1	NA
C19orf36	-0.13566089453082492	3.3785289640591967	0	0.9999999980218338	1	NA
C19orf33	-3.270368639463652	1.7367344608879494	-9.257141421292285	3.639321647333012e-19	1.0130884531491082e-16	520
EPCAM	-0.4411943797633363	2.1945701902748413	0	0.9938806280263527	1	1579
C19orf39	-0.4142350650892245	6.304188160676532	0	0.9999999999995275	1	NA
C19orf38	0.8833273760782355	4.776768076109937	0	0.7763059988311014	1	1428
KLHL6	1.0163296091799199	7.1473393234672304	0.08612284991023741	0.4657025709735753	1	6295
VCX3A	-0.38066218436467303	2.43218245243129	0	0.969176262242795	1	995
FAM154B	0.11547357787091705	3.3525236786469343	0	0.99999999396647	1	NA
